title,donor/recipient
Highway Project (01),IBRD/Cote d'Ivoire
Highway Project (01),IBRD/Ethiopia
Highway Project (01),IDA/Yemen
HIGHWAY PROJECT,BADEA/Niger
HIGHWAY PROJECT,BADEA/Madagascar
HIGHWAY PROJECT,BADEA/Lesotho
Highway Project,IBRD/Tunisia
Highway Project,IBRD/Guatemala
Highway Project,Kuwait/Yemen
Highway Project,IBRD/Greece
Highway Project,IBRD/Algeria
Highway Project,IBRD/Sri Lanka
Highway Project,IBRD/Jamaica
Highway Project,IDA/Nepal
Highway Project,IBRD/Lebanon
Highway Project,IBRD/Israel
Highway Project,IBRD/Sts Ex-Yugo. Unspec.
Highway Project,IBRD/Cyprus
Highway Project,IBRD/Korea
Highway Project,IBRD/Papua New Guinea
Highway Project,IBRD/Iceland
Highway Project,IBRD/China
Highway Project,IDA/Jordan
Highway Project,IDA/Equatorial Guinea
Highway Project,IBRD/Thailand
Highway Project,IBRD/Fiji
Highway Project,IBRD/Colombia
Highway Project,IBRD/Trinidad & Tobago
Highway Project,IBRD/Uruguay
Highway Project,IBRD/Philippines
Highway Project,IDA/Guyana
Highway Project,IBRD/Nicaragua
Highway Project,IBRD/Sts Ex-Yugo. Unspec.
Highway Project,IDA/Comoros
highway project,NDF/Botswana
Highway Program,IADB/Nicaragua
Novotel Port Harcourt Hotel,IFC/Nigeria
Novorossiysk Shipping Company (Novoship),EBRD/Russia
Novatrans Energia Transmission Project,IADB/Brazil
Nova Toledo Ltd. and Nova Laguna Ltd.,IFC/Belize
Novarum Seed Investment Fund,IADB/Brazil
Nova Polonia Private Equity Fund,EBRD/Poland
Nova Polonia Natexis II,EBRD/Poland
Nova Polonia Fund ,EBRD/Poland
Novanam Ltd.,IFC/Namibia
Nova Ljubljanska Banka,EBRD/Slovenia
Nova Ljubljanska Banka,EBRD/Slovenia
Nova Ljubljanska Banka,EBRD/Slovenia
Nova Hut,IFC/Czech Republic
Nova Companies (Belize) and Ambergris Aquaculture Ltd.will expand its shrimp farm and build a hatchery. The project is expected to create 85 jobs and provide export earnings of up to $10 million a year. It will also diversify Belize?s economy.,IFC/Belize
Nouvelle France-Plaisance Road,AFDB/Mauritius
Nouakchott Water Supply through Senegal River project (Second Loan),Kuwait/Mauritania
Nouakchott Water Supply through Senegal River,Kuwait/Mauritania
Nouakchott Water Supply from the Senegal River (Supplementary Loan),AFESD/Mauritania
Nouakchott Water Supply from the Senegal River,AFESD/Mauritania
Nouakchott Water Supply and Sewerage System,AFDF/Mauritania
Nouakchott Telephone and Telex Exchanges,AFESD/Mauritania
Nouakchott â€“ Nouadhibou Road ,AFESD/Mauritania
Nouakchott-Kiffa Highway Project (Achram-Kiffa Section),AFESD/Mauritania
Nouakchott/Kiffa Highway,Kuwait/Mauritania
Nouakchott Electric Power Station,AFDB/Mauritania
Nouakchott Drinking Water Supply form Senegal River,Saudi Arabia/Mauritania
Nouakchott - Akjoujt Road Project,OPEC/Mauritania
Nouakchott - Akjojt - Atar Road,AFESD/Mauritania
Nouadhibou Water Supply Project,AFESD/Mauritania
Nouadhibou Water Distribution Network,AFESD/Mauritania
Nouadhibou Power Station Project,AFESD/Mauritania
Nouadhibou Port Project,IDA/Mauritania
Nouadhibou Port Expansion Project,Kuwait/Mauritania
Notse Rural Development,IFAD/Togo
Notse RD,IFAD/Togo
No Title,CDB/Grenada
No Title,IMF/Romania
No Title,CDB/Belize
No Title,IMF/Madagascar
No Title,IMF/Guatemala
No Title,IMF/Mali
No Title,IMF/Bulgaria
No Title,IMF/Croatia
No Title,IMF/El Salvador
No Title,IMF/Senegal
No Title,IMF/Malawi
No Title,IMF/Egypt
No Title,IMF/Nicaragua
No Title,IMF/Estonia
No Title,IMF/Tanzania
No Title,IMF/Viet Nam
No Title,CDB/St. Lucia
No Title,Kuwait/Mauritania
No Title,IMF/Senegal
No Title,IMF/Ecuador
No Title,IMF/Guyana
No Title,IMF/Argentina
No Title,IMF/Latvia
No Title,IMF/Panama
No Title,IMF/Hungary
No Title,IMF/Ghana
No Title,CDB/Virgin Islands (UK)
No Title,IMF/Peru
No Title,Kuwait/Malawi
No Title,IMF/Uganda
No Title,IMF/Kenya
No Title,IMF/Liberia
No Title,IMF/Dominica
No Title,IMF/Kenya
No Title,IMF/Indonesia
No Title,IMF/Mauritania
No Title,IMF/Senegal
No Title,IMF/Mozambique
No Title,IMF/Dominican Republic
No Title,IMF/Brazil
No Title,IMF/Slovakia
No Title,IMF/Uruguay
No Title,IMF/Azerbaijan
No Title,IMF/Burkina Faso
No Title,CDB/Barbados
No Title,IMF/Uganda
No Title,IMF/Togo
No Title,IMF/Chile
No Title,Kuwait/St. Lucia
No Title,IMF/Sao Tome & Principe
No Title,Kuwait/South Yemen
No Title,IMF/Jamaica
No Title,IMF/Romania
Brazil and CPLP (Community of Portuguese Language Countries) approach on the subject of water resources: Proposal for working meeting in Istanbul,Brazil/Global
Bravo Holdings Limited,IFC/Cyprus
Brass manufacturer,IFC/Korea
Brasov urban transport â€“ company loan,EBRD/Romania
Brasov urban transport â€“ city loan,EBRD/Romania
Brasov County Road,EBRD/Romania
Brasov Bearings Project,IBRD/Romania
Brasilia Potable Water and Sewage System,IADB/Brazil
Brakwater - Okahandja Road,BADEA/Namibia
Brait Merchant Bank Ltd.,IFC/South Africa
Braille Literacy,Slovakia/Serbia and Montenegro
Brahmaputra Flood Embankment Project,IDA/Bangladesh
Brahmaputra Basin Gar Transmission and Distribution,ASDF/Bangladesh
Brahmadev Irrigation,OPEC/Nepal
Bradesco Templeton,IFC/Brazil
Brackishwater Shrimp Culture Development,ASDB/Thailand
Brackishwater Aquaculture Development,ASDB/Indonesia
Brackishwater Aquaculture Development,ASDB/Indonesia
[Bracelets production],Lithuania/Afghanistan
BRAC Bank,IFC/Bangladesh
BPH Property Fund,EBRD/Poland
BPD Institutional Support Study (Grant),AFDF/Mozambique
BPC Power Project,IDA/Bolivia
Bo-Zimmi-Mano River Union Bridge Road Project,OPEC/Sierra Leone
Boyuibe-Hito Villazon highway,CAF/Bolivia
Boys' Home in Jerusalem.,AFESD/Palestinian Adm. Areas
Boys and Girls Club Community Center,Qatar/United States
Bowatenna Power Project,OPEC/Sri Lanka
Bowatenna Power Project,ASDF/Sri Lanka
Bowatenna Power Project,OPEC/Sri Lanka
Boundary Hill Lodge Limited,IFC/Tanzania
Bou Namoussa Irrigation Project,AFDB/Algeria
Boulaos Power Plant Rehabilitation,OPEC/Djibouti
Boulaos Power Generating Station Project (Phase 3),AFESD/Djibouti
Boulaos Power Generating Station Project (Fourth Phase),AFESD/Djibouti
Boulaos Power Extension Project,OPEC/Djibouti
Bougouriba Project (02),IDA/Burkina Faso
Bougouriba Agricultural Development Cotton Project (02),IDA/Burkina Faso
Bouca Rural Development Project,IFAD/Central African Rep.
Bouake Water Supply System,AFDB/Cote d'Ivoire
Bottling Structure and Machinery,United States/Poland
Botswana Polytechnic (Phase III),OPEC/Botswana
Botswana Development Corporation Project (01),IBRD/Botswana
Botnia â€“ SVIR,EBRD/Russia
BOT Changsha Power,ASDB/China
Botabek Urban Development,ASDB/Indonesia
Botabek Institutional Development,ASDB/Indonesia
Bossongo Oil Palm-Phase II,AFDB/Central African Rep.
Bosphorus Transmission Line Project,Kuwait/Turkey
Bosongo Oil Palm-Phase IIs,AFDF/Central African Rep.
Bosnia Herzegovina Agriculture Development Project,IBRD/Sts Ex-Yugo. Unspec.
Bosnia and Herzegovina SME framework: Universal Banka,EBRD/Bosnia-Herzegovina
Bosnia and Herzegovina regional railway,EBRD/Bosnia-Herzegovina
Bosnia and Herzegovina projects 2004,Hungary/Bosnia-Herzegovina
Bosnia and Herzegovina Air Traffic Management System,EBRD/Bosnia-Herzegovina
Education (04),IDA/Lesotho
Education (01),IDA/Guinea-Bissau
Education,OPEC/Madagascar
Education,ASDB/Indonesia
Education,ASDB/Viet Nam
Education,AFDF/Guinea-Bissau
Educaction V,AFDF/Chad
Eduardo Padilla (Bolivian) ,Chile/Bolivia
Eduardo Mondlane University,OPEC/Mozambique
Edible Oil Refinery at Tamatave,OPEC/Madagascar
Edible Oil,ASDF/Myanmar
Edible Oil,ASDB/Myanmar
Edge Laminated Board Plant,EBRD/Russia
E.D.F. Port Said East Power S.A.E. and E.D.F. Suez Gulf Power S.A.E.,IFC/Egypt
EDE Sur/EDE Norte Electricity Distribution Project,IADB/Dominican Republic
Edenor SME Line,IFC/Argentina
Edenor S.A. will improve productivity,IFC/Argentina
EDELCA Transmission Lines,CAF/Venezuela
Eczacibasi Karo Seramik,IFC/Turkey
Ecuador Ministry of Health,Chile/Ecuador
ECOWAS-MASHAV Cooperation Agreement,Israel/Nigeria
Ecovias Dos Imigrantes Toll Road Project,IADB/Brazil
Ecotoursim,ASDB/Nepal
Ecotourism Development of the Atlantic Forest in the State of SÃ£o Paulo,IADB/Brazil
Ecotourism Development in the Amazon Region,IADB/Brazil
ECO RESTRUCT CRE SUPPLEMENT,IDA/Sri Lanka
ECON. RESTRUCT. SUPPLEMENTAL,IDA/Sri Lanka
ECON REC PROG,IDA/Uganda
ECON. RECOVERY LN.TA,IBRD/Philippines
ECON RECOVERY II,IDA/Uganda
ECON REC II,IDA/Uganda
ECON REC CR(IDA REFLOW),IDA/Nicaragua
ECON.REC.CRD (REF2),IDA/Nicaragua
Economic Transition Support Project,IDA/Mongolia
Legalization of Land Titles in Northeast,IADB/Brazil
Legal assistance to women,Iceland/Cape Verde
Legal Areas/Judicial Districts of Migration (OIM) ,Chile/Ecuador
Legal and Supervisory Development of the New Pension System,IADB/Nicaragua
Legal and Judicial Reform,ASDB/Pakistan
Legal and Institutional Strengthening of Environmental Management,ASDB/Cook Islands
Lega-Dembi Gold,AFDB/Ethiopia
Legacy Scholarship and Pension Plans,IFC/Philippines
Left Bank Outfall Drain (Stage I),Saudi Arabia/Pakistan
Left Bank Outfall Drain (Stage 1),ASDF/Pakistan
Left Bank Outfall Drain (Stage 1),ASDB/Pakistan
Left Bank Outfall Drainage Project - Stage I,OPEC/Pakistan
Leclerc Croatia,EBRD/Croatia
Lebrija Hydroelectric Project,IBRD/Colombia
[Lebanon],Liechtenstein/Lebanon
Lebanese Leasing Company S.A.L.,IFC/Lebanon
Lebanese Credit Insurer S.A.L. will initially provide both short- and medium-term credit insurance and will eventually focus on the short-term business.,IFC/Lebanon
Leather production,IFC/Bangladesh
Leather production,IFC/Kenya
Leasing credit line and sydicated financing for leasing company,IFC/Peru
Leasing company to strengthen its capital base,IFC/Oman
Leasing company to get IFC support,IFC/Russia
Leasing company that provides medium-term financial and operating leases to industry and commerce.,IFC/Mali
Leasing company devoted exclusively to operating leasing in Colombia.,IFC/Colombia
Leasing bank moving into merchant bank sector,IFC/India
Leasing Assistance: Orient Leasing Pakistan Limited & Asian Leasing Corporation Limited,ASDB/Pakistan
Leasing Assistance,ASDB/Indonesia
Leasing and factoring,IFC/Zimbabwe
LEasing,IFC/India
Leasing,IFC/Korea
Leasing,IFC/Tunisia
Leasing,IFC/Botswana
Leasing,IFC/Portugal
Leasing,IFC/Colombia
Leasing,IFC/Philippines
Leasing,IFC/Zimbabwe
Leasing,IFC/India
Leasing,IFC/Sri Lanka
Leasing,IFC/Indonesia
Leasing,IFC/Chile
Leasing,IFC/India
Leasing,IFC/Colombia
Leasing,IFC/Philippines
Leasing,IFC/India
Leasing,IFC/Turkey
Leasing,IFC/Malawi
Leasing,IFC/Pakistan
leasing,IFC/Korea
leasing,IFC/Turkey
Lease two refrigerated ships for a banana trading company,IFC/Colombia
Lease of Aircraft,United States/Mauritius
Leasehold Forestry and Livestock Programme,IFAD/Nepal
Lease capital equipment to small and medium sized companies,IFC/Benin
Learning Universe Pvt. Limited,IFC/India
[Learning from each other],Lithuania/Moldova
Lear Jet,United States/Turkey
Leap,Estonia/Moldova
Leap,Estonia/Moldova
Leaf Spot Control (Technical Assistance),CDB/St.Vincent & Grenadines
Leading the Fight against Neglected Tropical Diseases in Ethiopia,Israel/Ethiopia
Leading manufacturer of ceramic floor and wall tiles,IFC/Philippines
Leaders of Enterprise in Moldova,Poland/Moldova
Communications satellite equipment,United States/Brazil
Communications Satellite Earth Station (Supplementary),ASDF/Sri Lanka
Communications Satellite Earth Station Project,ASDF/Sri Lanka
Communications Satellite Earth Station,United States/Poland
Communications Project (02),IDA/Rwanda
communications project,NDF/Pakistan
Communications Equipment,United States/Colombia
Communications Equipment,United States/Korea
Communications Equipment,United States/Mexico
CommunicationsaInternationalaInc - DeltaaIIaLaunchaVehiclea,United States/Russia
Communicable Diseases Control,ASDB/Indonesia
Communicable Disease Control,OPEC/Madagascar
Commune Council Development 2,ASDF/Cambodia
Commune Council Development,ASDF/Cambodia
Communal Irrigation Project,IBRD/Philippines
Communal Irrigation Development Project (02),IBRD/Philippines
Communal Irrigation Development,IFAD/Philippines
Communal Infrastructure Fund Project,IBRD/Morocco
Communal Forest Management Project,AFDF/Ghana
Common Voice,Poland/Bosnia-Herzegovina
Common share issue by Gold Star Company Limited,IFC/Korea
Common share equity issue by pulp and paper producer,IFC/Argentina
Common border - common security,Poland/Ukraine
Commodity Repo Transaction,EBRD/Russia
Commodity Imports Program,OPEC/Sierra Leone
Commodity Imports Program,OPEC/Bangladesh
Commodity Imports III,OPEC/Nicaragua
Commodity Imports II,OPEC/Dominican Republic
Commodity Imports,OPEC/Nicaragua
Commodity Imports,OPEC/Senegal
Commodity Imports,OPEC/Sudan
Commodity Imports,OPEC/Burundi
Commodity Imports,OPEC/Grenada
Commodity Imports,OPEC/Guyana
Commodity Imports,OPEC/Rwanda
Commodity-imports,OPEC/Nepal
Commodity imports,OPEC/Sudan
Commodity imports,OPEC/Nicaragua
Commodity imports,OPEC/Cape Verde
Commodity imports,OPEC/Tanzania
Commodity imports,OPEC/Dominican Republic
Regional Venture Fund: Eagle Urals Fund - Kreker,EBRD/Russia
Regional Venture Fund: Eagle Urals Fund - Altes Investments,EBRD/Russia
Regional Venture Fund: Eagle Smolensk Fund - Altes Investments,EBRD/Russia
Regional Venture Fund: Eagle Black Earth Fund - Tamak,EBRD/Russia
Regional Venture Fund: Eagle Black Earth Fund - TAKF,EBRD/Russia
Regional Venture Fund: Eagle Black Earth Fund - Stroydetal,EBRD/Russia
Regional Venture Fund: Eagle Black Earth Fund - Isoroc,EBRD/Russia
Regional Venture Fund: Eagle Black Earth Fund - Belgorod Fodder Factory,EBRD/Russia
Regional Venture Fund: Eagle Black Earth Fund - Altes Investments,EBRD/Russia
Regional Venture Fund: Craftrise,EBRD/Russia
Regional Venture Fund: Central Russia - Torgovy Dom ERA,EBRD/Russia
Regional Venture Fund â€“ Central Russia: Speech Technology Center (STC),EBRD/Russia
Regional Venture Fund â€“ Central Russia: Morion (acquisition of KVG shares),EBRD/Russia
Regional Venture Fund â€“ Central Russia: Morion (acquisition of Hoffman shares),EBRD/Russia
Regional Venture Fund: Central Russia - Bridgetown Foods,EBRD/Russia
Regional Venture Fund â€“ Central Russia: Bridgetown Foods,EBRD/Russia
Regional training programme on commercial banking,EBRD/Soviet Union
Regional Trade Facilitation Programme: Zagrebacka Banka (former Hrvatska),EBRD/Bosnia-Herzegovina
Regional Trade Facilitation Programme: Vneshtorgbank Pre-export Facility,EBRD/Russia
Regional Trade Facilitation Programme: Vneshtorgbank,EBRD/Russia
Regional Trade Facilitation Programme: Vneshtorgbank,EBRD/Russia
Regional Trade Facilitation Programme: Vneshtorgbank,EBRD/Russia
Regional Trade Facilitation Programme: Victoria Bank,EBRD/Moldova
Regional Trade Facilitation Programme: Victoria Bank,EBRD/Moldova
Regional Trade Facilitation Programme: Victoria Bank,EBRD/Moldova
Regional Trade Facilitation Programme: UzDaewoo,EBRD/Uzbekistan
Regional Trade Facilitation Programme: UzDaewoo,EBRD/Uzbekistan
Regional Trade Facilitation Programme: Uraltransbank,EBRD/Russia
Regional Trade Facilitation Programme: UPI Banka d.d.,EBRD/Bosnia-Herzegovina
Regional Trade Facilitation Programme: UPI Banka d.d.,EBRD/Bosnia-Herzegovina
Regional Trade Facilitation Programme: UPI Banka,EBRD/Bosnia-Herzegovina
Regional Trade Facilitation Programme: Universal Banka d.d.,EBRD/Bosnia-Herzegovina
Regional Trade Facilitation Programme: Universal Banka d.d.,EBRD/Bosnia-Herzegovina
Regional Trade Facilitation Programme: United Georgian Bank (UGB),EBRD/Georgia
Regional Trade Facilitation Programme: United Georgian Bank,EBRD/Georgia
Regional Trade Facilitation Programme: United Georgian Bank,EBRD/Georgia
Regional Trade Facilitation Programme: United Bulgarian Bank,EBRD/Bulgaria
Regional Trade Facilitation Programme: Unionbank,EBRD/Bulgaria
Regional Trade Facilitation Programme: Unionbank,EBRD/Bulgaria
Regional Trade Facilitation Programme: Unionbank,EBRD/Bulgaria
Regional Trade Facilitation Programme: Unibank,EBRD/Azerbaijan
Regional Trade Facilitation Programme: UkrSotsBank,EBRD/Ukraine
Regional Trade Facilitation Programme: TBC Bank,EBRD/Georgia
Regional Trade Facilitation Programme: TBC Bank,EBRD/Georgia
Regional Trade Facilitation Programme: TBC Bank,EBRD/Georgia
Regional Trade Facilitation Programme: Tajprombank,EBRD/Tajikistan
Regional Trade Facilitation Programme: Savings Bank of Russia (Sberbank),EBRD/Russia
Regional Trade Facilitation Programme: Savings Bank of Russia (Sberbank),EBRD/Russia
Regional Trade Facilitation Programme: Savings Bank of Russia,EBRD/Russia
Regional Trade Facilitation Programme: Robank pre-export facility,EBRD/Romania
Regional Trade Facilitation Programme: RoBank,EBRD/Romania
Regional Trade Facilitation Programme: RoBank,EBRD/Romania
Regional Trade Facilitation Programme: Robank,EBRD/Romania
Regional Trade Facilitation Programme: Raiffeisen Bank Yugoslavia,EBRD/Sts Ex-Yugo. Unspec.
Regional Trade Facilitation Programme: Raiffeisenbank Ukraine,EBRD/Ukraine
Regional Trade Facilitation Programme: Raiffeisen Bank d.d. (formerly Market),EBRD/Bosnia-Herzegovina
Regional Trade Facilitation Programme: Raiffeisen Bank d.d.BiH (former Market) ,EBRD/Bosnia-Herzegovina
